nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
T000B,"[""CX""]","Strategic Communication Services","Services de communication Stratégique","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000C,"[""CX""]","Communication Planning and Development","Développement et planification de communication","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000D,"[""CX""]","Communication Evaluation and Assessment","Évaluation et établissement des programmes de communication","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000E,"[""CX""]","Communication Program/Project Implementation","Programme de communication/projet d'exécution","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000F,"[""CX""]","Communication Research and Analysis","Recherche et analyse des communications","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000G,"[""CX""]","Communication Support Products","Produits de soutien en communication","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000H,"[""CX""]","Communication Writing and Editing Services","Services de communication axés sur la rédaction et la révision","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000I,"[""CX""]","Communication Projects","Projets de communication","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T001G,"[""CX""]","Communication Marketing Management","Gestion du marketing en communications","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000L,"[""CX""]","Communication Project Management Services","Services de gestion de projet de communication","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T002GD,"[""CX""]",Webcasting,"Diffusion sur le web","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T002GE,"[""CX""]","Streaming Audiovisual Services","Services de diffusion audiovisuelle sur Internet","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T002GG,"[""CX""]","Conversion of Print Material for Internet Application","Conversion de matériel imprimé pour l'Internet","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T002AQ,"[""CX""]","Site Management Services for Exhibit","Services de gestion de locaux pour les expositions","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T002AT,"[""CX""]","Exhibit Artifacts - Display Objects","Produits oeuvres pour exposition - objets d'étalage","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T002C,"[""CX""]","Travelling Exhibits","Kiosques mobiles","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T005A,"[""CX""]","Graphic Design Services - including website","Services de conception graphique - incluant site web","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T004A,"[""CX""]","Public Relations Services Non-Related to Advertising","Services de relations publiques non reliés à la publicité","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T004B,"[""CX""]","Events Planning and Management","Planification et gestion d'événements","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T004E,"[""CX""]","Media Relations","Relations avec les médias","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T004H,"[""CX""]","Writing Services (including, editing, adaptation, etc.)","Services de rédaction (incluant révision, adaptation, etc)","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T004I,"[""CX""]","Meeting, Conference, Convention and Special Event Management Services","Services de gestion, pour réunions, conférences, conventions ou événements spéciaux","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BH,"[""CX""]","Video Production Services","Services de production de vidéo","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BO,"[""CX""]","Multi-Image Production Services","Services de production à images multiples","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BP,"[""CX""]","Audio/Visual Freelance and Project Management Services","Services audio-visuels  indépendants et de gestion de projets audio-visuel","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BQ,"[""CX""]","Sound Studio Services","Services de studio d'enregistrement","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BR,"[""CX""]","Audio/Visual Language Adaptation/Versioning Services","Services audiovisuels sur l'adaptation et l'interprétation de la langue","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009A,"[""CX""]","Audio Visual Production Services","Services de production audiovisuel","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BAA,"[""CX""]","Videodisc Production: All Levels, Computer Programming - Interactive Touch Screen","Production de vidéodisque: tous les niveaux, programmation d'ordinateurs - écran à contact interactif","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BAB,"[""CX""]",Subtitling,Sous-titrage,"[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BAC,"[""CX""]","Satellite Transmission","Transmission par satellite","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T013B,"[""CX""]","General Commercial Photography","Photographie commerciale générale","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BU,"[""CX""]","Audio Visual Services - Interactive/Multimedia including implementation for website use","Services audiovisuels - intéractif/Multimédia incluant la réalisation pour utilisation sur l'internet","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BV,"[""CX""]","Film Production: IMAX-OMNIMAX/SHOWSCAN/CIRCLE VISION","Production de film: IMAX-OMNIMAX/SHOWSCAN/CIRCLE VISION","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BW,"[""CX""]","Video Production: Video Wall/Laser/Light and Sound","Production de vidéo: vidéo au mur/laser/son et lumière","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BX,"[""CX""]","Multi Media (AV and Print and Packaging)","Média multiples (audiovisuel, imprimerie et emballage)","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BY,"[""CX""]","Film Laboratory, Film Processing, Release Printing","Laboratoire de film, développement de film et impression de lancement","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009BZ,"[""CX""]","Videotape/DVD/BluRay Duplication","Reproduction de bande magnétique/DVD/BlueRay","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009CA,"[""CX""]","Distribution Services: Film and Video","Services de distribution: film et vidéo","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009D,"[""CX""]","Audio and Video Technical Services","Services techniques audio-vidéo","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T009E,"[""CX""]","Audio Recordings/Talking Books","Enregistrement audio/Livres parlants","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T018BA,"[""CX""]","Sound Production and Re-Production","Production et reproduction sonores","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
